birthday,chamber,title,first_name,middle_name,last_name,name_suffix,nickname,party,state,state_name,term_start,term_end,in_office,phone,twitter_id
20/07/1948,house,Rep,Richard,Henry,Lehman,,,D,CA,California,05/01/1993,03/01/1995,FALSE,,
24/03/1943,house,Rep,H.,Martin,Lancaster,,,D,NC,North Carolina,05/01/1993,03/01/1995,FALSE,,
25/08/1946,house,Rep,Larry,,LaRocco,,,D,ID,Idaho,05/01/1993,03/01/1995,FALSE,,
19/09/1935,senate,Sen,Robert,Charles,Krueger,,,D,TX,Texas,05/01/1993,31/12/1993,FALSE,,
28/09/1943,house,Rep,Myron,Bradford,Kreidler,,Mike,D,WA,Washington,05/01/1993,03/01/1995,FALSE,,
27/10/1949,house,Rep,Michael,J.,Kopetski,,,D,OR,Oregon,05/01/1993,03/01/1995,FALSE,,
24/06/1930,house,Rep,Herbert,C.,Klein,,,D,NJ,New Jersey,05/01/1993,03/01/1995,FALSE,,
29/10/1951,senate,Sen,Dirk,,Kempthorne,,,R,ID,Idaho,05/01/1993,03/01/1999,FALSE,,
30/01/1948,house,Rep,Clete,Donald,Johnson,Jr.,Don,D,GA,Georgia,05/01/1993,03/01/1995,FALSE,,
12/05/1926,house,Rep,Earl,Dewitt,Hutto,,,D,FL,Florida,05/01/1993,03/01/1995,FALSE,,
17/10/1932,house,Rep,William,John,Hughes,,,D,NJ,New Jersey,05/01/1993,03/01/1995,FALSE,,
03/09/1947,house,Rep,Michael,,Huffington,,,R,CA,California,05/01/1993,03/01/1995,FALSE,,
20/09/1938,house,Rep,George,Joseph,Hochbrueckner,,,D,NY,New York,05/01/1993,03/01/1995,FALSE,,
17/11/1941,house,Rep,Peter,D.,Hoagland,,,D,NE,Nebraska,05/01/1993,03/01/1995,FALSE,,
09/07/1942,house,Rep,Paul,B.,Henry,,,R,MI,Michigan,05/01/1993,31/07/1993,FALSE,,
06/10/1948,house,Rep,Daniel,,Hamburg,,,D,CA,California,05/01/1993,03/01/1995,FALSE,,
29/06/1948,house,Rep,Frederick,Lawrence,Grandy,,,R,IA,Iowa,05/01/1993,03/01/1995,FALSE,,
28/12/1928,house,Rep,Willis,David,Gradison,Jr.,,R,OH,Ohio,05/01/1993,31/01/1993,FALSE,,
24/11/1944,house,Rep,Daniel,Robert,Glickman,,,D,KS,Kansas,05/01/1993,03/01/1995,FALSE,,
18/07/1921,senate,Sen,John,Herschel,Glenn,Jr.,,D,OH,Ohio,05/01/1993,03/01/1999,FALSE,,
23/11/1935,house,Rep,Dean,Anderson,Gallo,,,R,NJ,New Jersey,05/01/1993,03/01/1995,FALSE,,
06/08/1927,house,Rep,William,David,Ford,,,D,MI,Michigan,05/01/1993,03/01/1995,FALSE,,
08/09/1924,senate,Sen,Wendell,Hampton,Ford,,,D,KY,Kentucky,05/01/1993,03/01/1999,FALSE,,
06/03/1929,house,Rep,Thomas,Stephen,Foley,,,D,WA,Washington,05/01/1993,03/01/1995,FALSE,,
03/06/1926,house,Rep,Hamilton,,Fish,Jr.,,R,NY,New York,05/01/1993,03/01/1995,FALSE,,
06/05/1959,house,Rep,Eric,D.,Fingerhut,,,D,OH,Ohio,05/01/1993,03/01/1995,FALSE,,
14/01/1928,senate,Sen,Duncan,McLauchlin,Faircloth,,Lauch,R,NC,North Carolina,05/01/1993,03/01/1999,FALSE,,
30/11/1953,house,Rep,Albert,Michael,Espy,,,D,MS,Mississippi,05/01/1993,22/01/1993,FALSE,,
23/03/1949,house,Rep,Karan,,English,,,D,AZ,Arizona,05/01/1993,03/01/1995,FALSE,,
30/11/1940,house,Rep,Glenn,Lee,English,Jr.,,D,OK,Oklahoma,05/01/1993,07/01/1994,FALSE,,
06/01/1915,house,Rep,William,Donlon,Edwards,,Don,D,CA,California,05/01/1993,03/01/1995,FALSE,,
22/07/1923,senate,Sen,Robert,Joseph,Dole,,,R,KS,Kansas,05/01/1993,11/06/1996,FALSE,,
30/09/1936,house,Rep,Butler,Carson,Derrick,Jr.,,D,SC,South Carolina,05/01/1993,03/01/1995,FALSE,,
22/11/1943,house,Rep,George,,Darden,,Buddy,D,GA,Georgia,05/01/1993,03/01/1995,FALSE,,
01/08/1937,senate,Sen,Alfonse,Marcello,D'Amato,,,R,NY,New York,05/01/1993,03/01/1999,FALSE,,
22/05/1955,house,Rep,Samuel,G.,Coppersmith,,,D,AZ,Arizona,05/01/1993,03/01/1995,FALSE,,
27/03/1943,house,Rep,Milton,Robert,Carr,,Bob,D,MI,Michigan,05/01/1993,03/01/1995,FALSE,,
27/10/1946,house,Rep,Leslie,Larkin,Byrne,,,D,VA,Virginia,05/01/1993,03/01/1995,FALSE,,
12/08/1925,senate,Sen,Dale,,Bumpers,,,D,AR,Arkansas,05/01/1993,03/01/1999,FALSE,,
18/12/1922,house,Rep,Jack,Bascom,Brooks,,,D,TX,Texas,05/01/1993,03/01/1995,FALSE,,
01/08/1931,house,Rep,Lucien,Edward,Blackwell,,,D,PA,Pennsylvania,05/01/1993,03/01/1995,FALSE,,
19/05/1938,house,Rep,James,Hubert,Bilbray,,,D,NV,Nevada,05/01/1993,03/01/1995,FALSE,,
28/11/1923,house,Rep,Helen,Delich,Bentley,,,R,MD,Maryland,05/01/1993,03/01/1995,FALSE,,
07/08/1940,house,Rep,Thomas,J.,Barlow,III,,D,KY,Kentucky,05/01/1993,03/01/1995,FALSE,,
07/08/1955,house,Rep,Peter,William,Barca,,,D,WI,Wisconsin,04/05/1993,03/01/1995,FALSE,,
21/06/1949,house,Rep,James,,Bacchus,,,D,FL,Florida,05/01/1993,03/01/1995,FALSE,,
21/07/1938,house,Rep,Leslie,,Aspin,,,D,WI,Wisconsin,05/01/1993,20/01/1993,FALSE,,
27/03/1928,house,Rep,Douglas,Earl,Applegate,,,D,OH,Ohio,05/01/1993,03/01/1995,FALSE,,
22/03/1953,house,Rep,Thomas,Hiram,Andrews,,,D,ME,Maine,05/01/1993,03/01/1995,FALSE,,
07/02/1944,house,Rep,Michael,Allen,Andrews,,,D,TX,Texas,05/01/1993,03/01/1995,FALSE,,
06/02/1922,senate,Sen,Jocelyn,Birch,Burdick,,,D,ND,North Dakota,16/09/1992,14/12/1992,FALSE,,
16/10/1927,house,Rep,Gus,,Yatron,,,D,PA,Pennsylvania,03/01/1991,03/01/1993,FALSE,,
23/11/1920,house,Rep,Chalmers,Pangburn,Wylie,,,R,OH,Ohio,03/01/1991,03/01/1993,FALSE,,
03/11/1939,house,Rep,Howard,Eliot,Wolpe,III,,D,MI,Michigan,03/01/1991,03/01/1993,FALSE,,
09/04/1926,senate,Sen,Harris,,Wofford,,,D,PA,Pennsylvania,03/01/1991,03/01/1995,FALSE,,
17/09/1927,house,Rep,Theodore,S.,Weiss,,,D,NY,New York,03/01/1991,14/09/1992,FALSE,,
24/07/1952,house,Rep,John,Vincent,Weber,,,R,MN,Minnesota,03/01/1991,03/01/1993,FALSE,,
26/08/1931,house,Rep,Guy,Adrian,Vander Jagt,,,R,MI,Michigan,03/01/1991,03/01/1993,FALSE,,
15/06/1922,house,Rep,Morris,King,Udall,,,D,AZ,Arizona,03/01/1991,04/05/1991,FALSE,,
21/07/1931,house,Rep,Jerome,Bob,Traxler,,,D,MI,Michigan,03/01/1991,03/01/1993,FALSE,,
20/11/1943,house,Rep,Robert,Lindsay,Thomas,,,D,GA,Georgia,03/01/1991,03/01/1993,FALSE,,
08/08/1946,house,Rep,Robert,Mooneyhan,Tallon,Jr.,Robin,D,SC,South Carolina,03/01/1991,03/01/1993,FALSE,,
07/10/1940,house,Rep,Richard,Howard,Stallings,,,D,ID,Idaho,03/01/1991,03/01/1993,FALSE,,
22/02/1951,house,Rep,Harley,Orrin,Staggers,Jr.,,D,WV,West Virginia,03/01/1991,03/01/1993,FALSE,,
12/09/1940,house,Rep,Stephen,Joshua,Solarz,,,D,NY,New York,03/01/1991,03/01/1993,FALSE,,
25/04/1941,house,Rep,Lawrence,Jack,Smith,,,D,FL,Florida,03/01/1991,03/01/1993,FALSE,,
20/05/1925,house,Rep,Daniel,French,Slaughter,Jr.,,R,VA,Virginia,03/01/1991,04/11/1991,FALSE,,
02/09/1931,senate,Sen,Alan,Kooi,Simpson,,,R,WY,Wyoming,03/01/1991,03/01/1997,FALSE,,
29/11/1928,senate,Sen,Paul,Martin,Simon,,,D,IL,Illinois,03/01/1991,03/01/1997,FALSE,,
26/04/1948,house,Rep,Gerald,Edward,Sikorski,,,D,MN,Minnesota,03/01/1991,03/01/1993,FALSE,,
03/12/1937,senate,Sen,John,,Seymour,,,R,CA,California,03/01/1991,03/01/1993,FALSE,,
07/08/1929,house,Rep,Richard,Taylor,Schulze,,,R,PA,Pennsylvania,03/01/1991,03/01/1993,FALSE,,
06/02/1920,house,Rep,James,Haas,Scheuer,,,Democrat-Liberal,NY,New York,03/01/1991,03/01/1993,FALSE,,
30/10/1925,house,Rep,Gus,,Savage,,,D,IL,Illinois,03/01/1991,03/01/1993,FALSE,,
23/01/1944,house,Rep,Martin,Anthony,Russo,,,D,IL,Illinois,03/01/1991,03/01/1993,FALSE,,
10/02/1916,house,Rep,Edward,Ross,Roybal,,,D,CA,California,03/01/1991,03/01/1993,FALSE,,
28/02/1924,house,Rep,Robert,A.,Roe,,,D,NJ,New Jersey,03/01/1991,03/01/1993,FALSE,,
21/10/1940,house,Rep,Donald,Lawrence,Ritter,,,R,PA,Pennsylvania,03/01/1991,03/01/1993,FALSE,,
01/09/1931,house,Rep,Matthew,John,Rinaldo,,,R,NJ,New Jersey,03/01/1991,03/01/1993,FALSE,,
08/09/1943,house,Rep,John,Jacob,Rhodes,III,,R,AZ,Arizona,03/01/1991,03/01/1993,FALSE,,
02/02/1927,house,Rep,Richard,Belmont,Ray,,,D,GA,Georgia,03/01/1991,03/01/1993,FALSE,,
19/12/1932,house,Rep,Carl,Duane,Pursell,,,R,MI,Michigan,03/01/1991,03/01/1993,FALSE,,
29/08/1934,senate,Sen,David,Hampton,Pryor,,,D,AR,Arkansas,03/01/1991,03/01/1997,FALSE,,
29/03/1942,senate,Sen,Larry,Lee,Pressler,,,R,SD,South Dakota,03/01/1991,03/01/1997,FALSE,,
06/08/1954,house,Rep,Carl,Christopher,Perkins,,,D,KY,Kentucky,03/01/1991,03/01/1993,FALSE,,
22/11/1918,senate,Sen,Claiborne,de Borda,Pell,,,D,RI,Rhode Island,03/01/1991,03/01/1997,FALSE,,
26/09/1931,house,Rep,Donald,James,Pease,,,D,OH,Ohio,03/01/1991,03/01/1993,FALSE,,
18/11/1939,house,Rep,Elizabeth,J.,Patterson,,,D,SC,South Carolina,03/01/1991,03/01/1993,FALSE,,
02/05/1937,house,Rep,Douglas,Wayne,Owens,,,D,UT,Utah,03/01/1991,03/01/1993,FALSE,,
28/02/1920,house,Rep,James,R.,Olin,,,D,VA,Virginia,03/01/1991,03/01/1993,FALSE,,
05/03/1940,house,Rep,Mary,Rose,Oakar,,,D,OH,Ohio,03/01/1991,03/01/1993,FALSE,,
08/09/1938,senate,Sen,Samuel,Augustus,Nunn,,,D,GA,Georgia,03/01/1991,03/01/1997,FALSE,,
21/02/1935,house,Rep,Henry,James,Nowak,,,D,NY,New York,03/01/1991,03/01/1993,FALSE,,
29/04/1926,house,Rep,Richard,,Nichols,,,R,KS,Kansas,03/01/1991,03/01/1993,FALSE,,
15/04/1943,house,Rep,David,Ray,Nagle,,,D,IA,Iowa,03/01/1991,03/01/1993,FALSE,,
06/11/1945,house,Rep,Robert,Jan,Mrazek,,,D,NY,New York,03/01/1991,03/01/1993,FALSE,,
13/05/1933,house,Rep,Sidney,Wallace,Morrison,,,R,WA,Washington,03/01/1991,03/01/1993,FALSE,,
02/09/1935,house,Rep,Jim,,Moody,,,D,WI,Wisconsin,03/01/1991,03/01/1993,FALSE,,
23/05/1938,house,Rep,John,Ripin,Miller,,,R,WA,Washington,03/01/1991,03/01/1993,FALSE,,
01/11/1917,house,Rep,Clarence,E.,Miller,,,R,OH,Ohio,03/01/1991,03/01/1993,FALSE,,
26/05/1952,house,Rep,Charles,Thomas,McMillen,,,D,MD,Maryland,03/01/1991,03/01/1993,FALSE,,
06/12/1938,house,Rep,Matthew,Francis,McHugh,,,D,NY,New York,03/01/1991,03/01/1993,FALSE,,
27/03/1942,house,Rep,Raymond,Joseph,McGrath,,,R,NY,New York,03/01/1991,03/01/1993,FALSE,,
12/01/1950,house,Rep,Bob,,McEwen,,,R,OH,Ohio,03/01/1991,03/01/1993,FALSE,,
01/11/1929,house,Rep,Nicholas,James,Mavroules,,,D,MA,Massachusetts,03/01/1991,03/01/1993,FALSE,,
26/04/1944,house,Rep,David,O'Brien,Martin,,,R,NY,New York,03/01/1991,03/01/1993,FALSE,,
08/08/1935,house,Rep,Ronald,Charles,Marlenee,,,R,MT,Montana,03/01/1991,03/01/1993,FALSE,,
13/01/1936,house,Rep,Edward,Rell,Madigan,,,R,IL,Illinois,03/01/1991,08/03/1991,FALSE,,
18/07/1951,house,Rep,Charles,J.,Luken,,,D,OH,Ohio,03/01/1991,03/01/1993,FALSE,,
02/05/1947,house,Rep,William,David,Lowery,,,R,CA,California,03/01/1991,03/01/1993,FALSE,,
07/06/1943,house,Rep,Meldon,Edises,Levine,,,D,CA,California,03/01/1991,03/01/1993,FALSE,,
23/03/1931,house,Rep,Norman,Frederick,Lent,,,Republican-Conservative,NY,New York,03/01/1991,03/01/1993,FALSE,,
05/10/1913,house,Rep,William,,Lehman,,,D,FL,Florida,03/01/1991,03/01/1993,FALSE,,
04/09/1926,house,Rep,Robert,John,Lagomarsino,,,R,CA,California,03/01/1991,03/01/1993,FALSE,,
27/09/1946,house,Rep,Peter,Houston,Kostmayer,,,D,PA,Pennsylvania,03/01/1991,03/01/1993,FALSE,,
03/09/1926,house,Rep,Joseph,Paul,Kolter,,,D,PA,Pennsylvania,03/01/1991,03/01/1993,FALSE,,
29/07/1932,senate,Sen,Nancy,Landon,Kassebaum,,,R,KS,Kansas,03/01/1991,03/01/1997,FALSE,,
18/12/1951,house,Rep,James,Prather,Jontz,,,D,IN,Indiana,03/01/1991,03/01/1993,FALSE,,
19/08/1913,house,Rep,Walter,Beaman,Jones,Sr.,,D,NC,North Carolina,03/01/1991,15/09/1992,FALSE,,
30/08/1941,house,Rep,Ben,,Jones,,,D,GA,Georgia,03/01/1991,03/01/1993,FALSE,,
10/06/1932,senate,Sen,John,Bennett,Johnston,Jr.,,D,LA,Louisiana,03/01/1991,03/01/1997,FALSE,,
04/01/1933,house,Rep,Edgar,Lanier,Jenkins,,Ed,D,GA,Georgia,03/01/1991,03/01/1993,FALSE,,
05/05/1941,house,Rep,Craig,T.,James,,,R,FL,Florida,03/01/1991,03/01/1993,FALSE,,
23/08/1930,house,Rep,Andrew,Poysell,Ireland,,Andy,R,FL,Florida,03/01/1991,03/01/1993,FALSE,,
19/07/1941,house,Rep,Thomas,Jerald,Huckaby,,,D,LA,Louisiana,03/01/1991,03/01/1993,FALSE,,
07/07/1937,house,Rep,Carroll,,Hubbard,Jr.,,D,KY,Kentucky,03/01/1991,03/01/1993,FALSE,,
12/12/1919,house,Rep,Frank,Jefferson,Horton,,,R,NY,New York,03/01/1991,03/01/1993,FALSE,,
18/10/1936,house,Rep,Joan,Kelly,Horn,,,D,MO,Missouri,03/01/1991,03/01/1993,FALSE,,
25/10/1933,house,Rep,Larry,Jones,Hopkins,,,R,KY,Kentucky,03/01/1991,03/01/1993,FALSE,,
28/11/1943,house,Rep,Clyde,Cecil,Holloway,,,R,LA,Louisiana,03/01/1991,03/01/1993,FALSE,,
07/12/1948,house,Rep,Dennis,Mark,Hertel,,,D,MI,Michigan,03/01/1991,03/01/1993,FALSE,,
19/06/1921,senate,Sen,Howell,Thomas,Heflin,,,D,AL,Alabama,03/01/1991,03/01/1997,FALSE,,
17/02/1918,house,Rep,Charles,Arthur,Hayes,,,D,IL,Illinois,03/01/1991,03/01/1993,FALSE,,
12/07/1922,senate,Sen,Mark,Odom,Hatfield,,,R,OR,Oregon,03/01/1991,03/01/1997,FALSE,,
01/07/1939,house,Rep,Charles,Floyd,Hatcher,,,D,GA,Georgia,03/01/1991,03/01/1993,FALSE,,
29/06/1940,house,Rep,Claude,,Harris,Jr.,,D,AL,Alabama,03/01/1991,03/01/1993,FALSE,,
04/05/1922,house,Rep,John,Paul,Hammerschmidt,,,R,AR,Arkansas,03/01/1991,03/01/1993,FALSE,,
20/08/1924,house,Rep,Frank,Joseph,Guarini,Jr.,,D,NJ,New Jersey,03/01/1991,03/01/1993,FALSE,,
16/10/1929,house,Rep,Sedgwick,William,Green,,Bill,R,NY,New York,03/01/1991,03/01/1993,FALSE,,
20/08/1941,house,Rep,William,Herbert,Gray,III,,D,PA,Pennsylvania,03/01/1991,11/09/1991,FALSE,,
31/03/1948,senate,Sen,Albert,Arnold,Gore,Jr.,,D,TN,Tennessee,03/01/1991,02/01/1993,FALSE,,
03/07/1926,house,Rep,Joseph,Matthew,Gaydos,,,D,PA,Pennsylvania,03/01/1991,03/01/1993,FALSE,,
12/01/1941,house,Com,Jaime,B.,Fuster,,,D,PR,Puerto Rico,03/01/1991,03/01/1993,FALSE,,
22/10/1947,house,Rep,Edward,Farrell,Feighan,,,D,OH,Ohio,03/01/1991,03/01/1993,FALSE,,
09/03/1917,house,Rep,Dante,Bruno,Fascell,,,D,FL,Florida,03/01/1991,03/01/1993,FALSE,,
09/08/1921,senate,Sen,J.,James,Exon,,,D,NE,Nebraska,03/01/1991,03/01/1997,FALSE,,
09/12/1938,house,Rep,Ben,,Erdreich,,,D,AL,Alabama,03/01/1991,03/01/1993,FALSE,,
12/07/1937,house,Rep,Marvin,Henry,Edwards,,Mickey,R,OK,Oklahoma,03/01/1991,03/01/1993,FALSE,,
06/04/1950,house,Rep,Dennis,Edward,Eckart,,,D,OH,Ohio,03/01/1991,03/01/1993,FALSE,,
31/01/1933,house,Rep,Joseph,Daniel,Early,,,D,MA,Massachusetts,03/01/1991,03/01/1993,FALSE,,
12/05/1926,house,Rep,Mervyn,Malcolm,Dymally,,,D,CA,California,03/01/1991,03/01/1993,FALSE,,
24/01/1921,house,Rep,Bernard,James,Dwyer,,,D,NJ,New Jersey,03/01/1991,03/01/1993,FALSE,,
28/01/1949,house,Rep,Thomas,Joseph,Downey,,,D,NY,New York,03/01/1991,03/01/1993,FALSE,,
02/03/1946,house,Rep,Brian,Joseph,Donnelly,,,D,MA,Massachusetts,03/01/1991,03/01/1993,FALSE,,
05/06/1925,house,Rep,William,Louis,Dickinson,,,R,AL,Alabama,03/01/1991,03/01/1993,FALSE,,
31/07/1932,house,Rep,Robert,William,Davis,,,R,MI,Michigan,03/01/1991,03/01/1993,FALSE,,
22/09/1929,house,Rep,William,Edwin,Dannemeyer,,,R,CA,California,03/01/1991,03/01/1993,FALSE,,
10/07/1947,house,Rep,John,W.,Cox,Jr.,,D,IL,Illinois,03/01/1991,03/01/1993,FALSE,,
11/04/1929,house,Rep,Robert,Lawrence,Coughlin,,,R,PA,Pennsylvania,03/01/1991,03/01/1993,FALSE,,
09/11/1921,house,Rep,Silvio,Ottavio,Conte,,,R,MA,Massachusetts,03/01/1991,08/02/1991,FALSE,,
08/09/1939,house,Com,Antonio,J.,Colorado,,,D,PR,Puerto Rico,03/01/1991,03/01/1993,FALSE,,
29/05/1943,house,Rep,Earl,Thomas,Coleman,,,R,MO,Missouri,03/01/1991,03/01/1993,FALSE,,
28/08/1940,senate,Sen,William,Sebastian,Cohen,,,R,ME,Maine,03/01/1991,03/01/1997,FALSE,,
13/07/1942,house,Rep,Rodney,Dennis,Chandler,,,R,WA,Washington,03/01/1991,03/01/1993,FALSE,,
27/07/1932,house,Rep,Beverly,Barton Butcher,Byron,,,D,MD,Maryland,03/01/1991,03/01/1993,FALSE,,
08/04/1935,house,Rep,Albert,Garza,Bustamante,,,D,TX,Texas,03/01/1991,03/01/1993,FALSE,,
25/03/1944,house,Rep,Terry,Lee,Bruce,,,D,IL,Illinois,03/01/1991,03/01/1993,FALSE,,
12/02/1940,senate,Sen,George,Hanks,Brown,,Hank,R,CO,Colorado,03/01/1991,03/01/1997,FALSE,,
28/04/1922,house,Rep,William,S.,Broomfield,,,R,MI,Michigan,03/01/1991,03/01/1993,FALSE,,
28/07/1943,senate,Sen,William,Warren,Bradley,,Bill,D,NJ,New Jersey,03/01/1991,03/01/1997,FALSE,,
21/04/1941,senate,Sen,David,Lyle,Boren,,,D,OK,Oklahoma,03/01/1991,03/01/1995,FALSE,,
14/02/1928,house,Del,Ben,Garrido,Blaz,,,R,GU,Guam,03/01/1991,03/01/1993,FALSE,,
02/12/1910,house,Rep,Charles,Edward,Bennett,,,D,FL,Florida,03/01/1991,03/01/1993,FALSE,,
19/09/1947,house,Rep,Harry,Stephen,Bartlett,,Steve,R,TX,Texas,03/01/1991,11/03/1991,FALSE,,
20/03/1922,house,Rep,Druie,Douglas,Barnard,Jr.,,D,GA,Georgia,03/01/1991,03/01/1993,FALSE,,
21/10/1942,house,Rep,Les,,AuCoin,,,D,OR,Oregon,03/01/1991,03/01/1993,FALSE,,
14/04/1948,house,Rep,Chester,Greenough,Atkins,,,D,MA,Massachusetts,03/01/1991,03/01/1993,FALSE,,
21/02/1938,house,Rep,Beryl,Franklin,Anthony,Jr.,,D,AR,Arkansas,03/01/1991,03/01/1993,FALSE,,
12/01/1915,house,Rep,Frank,,Annunzio,,,D,IL,Illinois,03/01/1991,03/01/1993,FALSE,,
21/02/1913,house,Rep,Glenn,Malcolm,Anderson,,,D,CA,California,03/01/1991,03/01/1993,FALSE,,
16/01/1934,house,Rep,William,Vollie,Alexander,Jr.,Bill,D,AR,Arkansas,03/01/1991,03/01/1993,FALSE,,
12/06/1924,house,Rep,George,Herbert Walker,Bush,,,R,TX,Texas,03/01/1969,03/01/1971,FALSE,,
22/12/1922,house,Rep,James,Claude,Wright,Jr.,,D,TX,Texas,03/01/1989,30/06/1989,FALSE,,
23/08/1933,senate,Sen,Pete,,Wilson,,,R,CA,California,03/01/1989,31/12/1991,FALSE,,
18/09/1939,house,Rep,Robert,Russell,Whittaker,,,R,KS,Kansas,03/01/1989,03/01/1991,FALSE,,
27/02/1933,senate,Sen,Malcolm,,Wallop,,,R,WY,Wyoming,03/01/1989,03/01/1995,FALSE,,
28/12/1940,house,Rep,Douglas,,Walgren,,,D,PA,Pennsylvania,03/01/1989,03/01/1991,FALSE,,
11/10/1950,house,Rep,Thomas,Joseph,Tauke,,,R,IA,Iowa,03/01/1989,03/01/1991,FALSE,,
08/02/1930,house,Rep,Arlan,Ingehart,Stangeland,,,R,MN,Minnesota,03/01/1989,03/01/1991,FALSE,,
30/06/1911,house,Rep,Virginia,Dodd,Smith,,,R,NE,Nebraska,03/01/1989,03/01/1991,FALSE,,
31/10/1945,house,Rep,Peter,P.,Smith,,,R,VT,Vermont,03/01/1989,03/01/1991,FALSE,,
26/06/1944,house,Rep,Larkin,I.,Smith,,,R,MS,Mississippi,03/01/1989,13/08/1989,FALSE,,
19/01/1938,house,Rep,Dennis,Alan,Smith,,Denny,R,OR,Oregon,03/01/1989,03/01/1991,FALSE,,
28/07/1934,house,Rep,Norman,David,Shumway,,,R,CA,California,03/01/1989,03/01/1991,FALSE,,
13/10/1953,house,Rep,Bill,,Schuette,,,R,MI,Michigan,03/01/1989,03/01/1991,FALSE,,
25/03/1947,house,Rep,Claudine,,Schneider,,,R,RI,Rhode Island,03/01/1989,03/01/1991,FALSE,,
30/09/1936,senate,Sen,James,Ralph,Sasser,,,D,TN,Tennessee,03/01/1989,03/01/1995,FALSE,,
28/05/1930,house,Rep,Patricia,Fukuda,Saiki,,,R,HI,Hawaii,03/01/1989,03/01/1991,FALSE,,
24/05/1957,house,Rep,John,,Rowland,,,R,CT,Connecticut,03/01/1989,03/01/1991,FALSE,,
07/03/1942,house,Rep,Tommy,Franklin,Robinson,,,R,AR,Arkansas,03/01/1989,03/01/1991,FALSE,,
04/02/1938,senate,Sen,Donald,Wayne,Riegle,Jr.,,D,MI,Michigan,03/01/1989,03/01/1995,FALSE,,
08/09/1900,house,Rep,Claude,Denson,Pepper,,,D,FL,Florida,03/01/1989,30/05/1989,FALSE,,
27/03/1941,house,Rep,Charles,,Pashayan,Jr.,,R,CA,California,03/01/1989,03/01/1991,FALSE,,
09/09/1929,house,Rep,Stanford,E.,Parris,,,R,VA,Virginia,03/01/1989,03/01/1991,FALSE,,
12/09/1924,house,Rep,Howard,Curtis,Nielson,,,R,UT,Utah,03/01/1989,03/01/1991,FALSE,,
08/10/1944,house,Rep,Bruce,Andrew,Morrison,,,D,CT,Connecticut,03/01/1989,03/01/1991,FALSE,,
23/11/1928,house,Rep,Guy,Victor,Molinari,,,R,NY,New York,03/01/1989,31/12/1989,FALSE,,
20/08/1933,senate,Sen,George,John,Mitchell,,,D,ME,Maine,03/01/1989,03/01/1995,FALSE,,
04/06/1917,senate,Sen,Howard,Morton,Metzenbaum,,,D,OH,Ohio,03/01/1989,03/01/1995,FALSE,,
08/10/1916,senate,Sen,Spark,Masayuki,Matsunaga,,,D,HI,Hawaii,03/01/1989,03/01/1991,FALSE,,
26/12/1939,house,Rep,Lynn,Morley,Martin,,,R,IL,Illinois,03/01/1989,03/01/1991,FALSE,,
11/02/1931,house,Rep,Donald,Edgar,Lukens,,,R,OH,Ohio,03/01/1989,03/01/1991,FALSE,,
09/07/1925,house,Rep,Thomas,Andrew,Luken,,,D,OH,Ohio,03/01/1989,03/01/1991,FALSE,,
27/11/1944,house,Rep,George,Thomas,Leland,,Mickey,D,TX,Texas,03/01/1989,07/08/1989,FALSE,,
06/05/1931,house,Rep,James,Marvin,Leath,,,D,TX,Texas,03/01/1989,03/01/1991,FALSE,,
24/01/1924,house,Rep,Robert,William,Kastenmeier,,,D,WI,Wisconsin,03/01/1989,03/01/1991,FALSE,,
24/04/1953,house,Rep,John,Patrick,Hiler,,,R,IN,Indiana,03/01/1989,03/01/1991,FALSE,,
23/10/1938,senate,Sen,Henry,John,Heinz,III,,R,PA,Pennsylvania,03/01/1989,31/12/1991,FALSE,,
31/08/1907,house,Rep,Augustus,Freeman,Hawkins,,Gus,D,CA,California,03/01/1989,03/01/1991,FALSE,,
21/09/1943,house,Rep,James,William,Grant,,,R,FL,Florida,03/01/1989,03/01/1991,FALSE,,
09/01/1933,house,Rep,Robert,,Garcia,,,D,NY,New York,03/01/1989,07/01/1990,FALSE,,
31/07/1928,house,Rep,William,Eldridge,Frenzel,,,R,MN,Minnesota,03/01/1989,03/01/1991,FALSE,,
29/08/1937,house,Rep,James,Joseph,Florio,,,D,NJ,New Jersey,03/01/1989,16/01/1990,FALSE,,
15/08/1937,house,Rep,Ronnie,Gene,Flippo,,,D,AL,Alabama,03/01/1989,03/01/1991,FALSE,,
06/02/1933,house,Del,Walter,Edward,Fauntroy,,,D,DC,District of Columbia,03/01/1989,03/01/1991,FALSE,,
15/11/1948,house,Rep,Royden,Patrick,Dyson,,,D,MD,Maryland,03/01/1989,03/01/1991,FALSE,,
19/08/1934,senate,Sen,David,Ferdinand,Durenberger,,,R,MN,Minnesota,03/01/1989,03/01/1995,FALSE,,
02/12/1942,house,Rep,Charles,Gywnne,Douglas,III,,R,NH,New Hampshire,03/01/1989,03/01/1991,FALSE,,
08/05/1937,senate,Sen,Dennis,Webster,DeConcini,,,D,AZ,Arizona,03/01/1989,03/01/1995,FALSE,,
05/09/1936,senate,Sen,John,Claggett,Danforth,,,R,MO,Missouri,03/01/1989,03/01/1995,FALSE,,
10/08/1909,house,Rep,George,William,Crockett,Jr.,,D,MI,Michigan,03/01/1989,03/01/1991,FALSE,,
14/10/1941,house,Rep,James,Andrew,Courter,,,R,NJ,New Jersey,03/01/1989,03/01/1991,FALSE,,
